k, ca, no3, nh4
2.492, 1.712, 1.325, 2.089
2.37, 1.681, 1.452, 1.972
2.427, 1.709, 1.375, 2.027
2.49, 1.717, 1.331, 2.095
2.44, 1.693, 1.397, 2.055
2.158, 1.616, 1.693, 1.761
2.42, 1.687, 1.421, 2.037
2.403, 1.703, 1.398, 2.007
2.36, 1.683, 1.48, 1.975
2.3, 1.679, 1.511, 1.913
2.446, 1.708, 1.386, 2.055
2.444, 1.702, 1.375, 2.048
2.469, 1.703, 1.372, 2.08
2.42, 1.698, 1.391, 2.025
2.13, 1.621, 1.709, 1.723
2.39, 1.692, 1.453, 1.995
2.423, 1.699, 1.403, 2.031
2.4, 1.678, 1.449, 2.014
2.345, 1.69, 1.458, 1.96
2.424, 1.699, 1.405, 2.031
2.182, 1.643, 1.7, 1.81
2.46, 1.708, 1.371, 2.064
2.265, 1.65, 1.571, 1.875
2.47, 1.694, 1.347, 2.064
2.3, 1.679, 1.51, 1.913
2.42, 1.685, 1.42, 2.037
2.162, 1.622, 1.679, 1.766
2.32, 1.67, 1.494, 1.931
2.471, 1.703, 1.375, 2.081
2.463, 1.703, 1.356, 2.066
2.257, 1.656, 1.576, 1.878
2.393, 1.692, 1.435, 2.009
2.46, 1.705, 1.38, 2.055
2.46, 1.698, 1.347, 2.056
2.48, 1.711, 1.337, 2.078
2.286, 1.658, 1.576, 1.913
2.49, 1.697, 1.331, 2.074
2.4, 1.691, 1.417, 2.001
2.266, 1.651, 1.573, 1.875
2.422, 1.699, 1.4, 2.031
2.345, 1.69, 1.461, 1.958
2.134, 1.626, 1.687, 1.758
2.377, 1.698, 1.426, 1.987
2.32, 1.672, 1.52, 1.935
2.462, 1.706, 1.356, 2.064
2.402, 1.704, 1.401, 2.009
2.4, 1.69, 1.418, 2.001
2.514, 1.713, 1.318, 2.117
2.346, 1.69, 1.459, 1.957
2.48, 1.703, 1.357, 2.086
2.401, 1.692, 1.425, 2.01
2.44, 1.693, 1.396, 2.055
2.42, 1.696, 1.424, 2.02
2.403, 1.704, 1.4, 2.008
2.348, 1.676, 1.517, 1.97
2.48, 1.705, 1.356, 2.085
2.463, 1.707, 1.354, 2.064
2.397, 1.694, 1.439, 2.013
2.32, 1.671, 1.527, 1.932
2.392, 1.689, 1.464, 2.012
2.261, 1.654, 1.573, 1.88
2.284, 1.658, 1.58, 1.913
2.32, 1.672, 1.495, 1.932
2.159, 1.623, 1.675, 1.766
2.133, 1.625, 1.689, 1.756
2.396, 1.695, 1.442, 2.011
2.36, 1.682, 1.478, 1.974
2.447, 1.698, 1.399, 2.063
2.32, 1.672, 1.527, 1.933
2.491, 1.712, 1.323, 2.087
2.443, 1.701, 1.375, 2.05
2.46, 1.707, 1.372, 2.065
2.309, 1.675, 1.52, 1.937
2.47, 1.707, 1.361, 2.065
2.393, 1.688, 1.466, 2.012
2.347, 1.689, 1.464, 1.957
2.37, 1.684, 1.455, 1.972
2.491, 1.716, 1.331, 2.095
2.13, 1.62, 1.707, 1.722
2.514, 1.713, 1.32, 2.118
2.346, 1.688, 1.463, 1.958
2.424, 1.708, 1.373, 2.028
2.42, 1.696, 1.414, 2.029
2.392, 1.687, 1.464, 2.01
2.4, 1.69, 1.419, 2.001
2.44, 1.703, 1.403, 2.039
2.36, 1.682, 1.489, 1.963
2.237, 1.662, 1.576, 1.849
2.49, 1.698, 1.332, 2.076
2.13, 1.621, 1.703, 1.714
2.37, 1.665, 1.489, 1.981
2.237, 1.662, 1.573, 1.848
2.403, 1.702, 1.399, 2.009
2.49, 1.713, 1.341, 2.091
2.158, 1.621, 1.675, 1.768
2.309, 1.677, 1.533, 1.935
2.26, 1.65, 1.563, 1.868
2.442, 1.711, 1.351, 2.042
2.403, 1.702, 1.399, 2.01
2.26, 1.65, 1.562, 1.867
2.515, 1.716, 1.321, 2.118
2.13, 1.62, 1.703, 1.719
2.424, 1.709, 1.372, 2.028
2.13, 1.62, 1.698, 1.71
2.44, 1.703, 1.405, 2.041
2.179, 1.642, 1.684, 1.8
2.403, 1.689, 1.425, 2.011
2.44, 1.692, 1.396, 2.056
2.48, 1.709, 1.337, 2.077
2.367, 1.681, 1.469, 1.976
2.13, 1.62, 1.705, 1.719
2.451, 1.699, 1.4, 2.063
2.393, 1.689, 1.467, 2.016
2.48, 1.703, 1.355, 2.085
2.133, 1.625, 1.688, 1.756
2.514, 1.712, 1.318, 2.114
2.348, 1.69, 1.463, 1.957
2.392, 1.687, 1.465, 2.012
2.443, 1.703, 1.375, 2.05
2.44, 1.695, 1.395, 2.056
2.446, 1.708, 1.387, 2.056
2.44, 1.705, 1.401, 2.039
2.515, 1.714, 1.32, 2.116
2.516, 1.714, 1.318, 2.116
2.47, 1.708, 1.362, 2.066
2.491, 1.71, 1.325, 2.086
2.4, 1.673, 1.446, 2.012
2.27, 1.646, 1.576, 1.875
2.398, 1.695, 1.439, 2.012
2.46, 1.714, 1.336, 2.055
2.309, 1.675, 1.53, 1.937
2.477, 1.712, 1.348, 2.084
2.14, 1.614, 1.701, 1.75
2.13, 1.626, 1.687, 1.761
2.44, 1.702, 1.392, 2.049
2.32, 1.672, 1.513, 1.936
2.408, 1.706, 1.397, 2.008
2.42, 1.694, 1.423, 2.016
2.42, 1.686, 1.419, 2.036
2.491, 1.717, 1.333, 2.098
2.515, 1.713, 1.318, 2.118
2.37, 1.683, 1.452, 1.97
2.459, 1.715, 1.334, 2.055
2.406, 1.705, 1.4, 2.008
2.319, 1.67, 1.513, 1.934
2.424, 1.698, 1.4, 2.031
2.4, 1.691, 1.42, 2.003
2.42, 1.698, 1.416, 2.027
2.46, 1.705, 1.372, 2.064
2.13, 1.618, 1.698, 1.709
2.458, 1.714, 1.337, 2.055
2.424, 1.706, 1.375, 2.027
2.491, 1.718, 1.333, 2.096
2.399, 1.692, 1.428, 2.012
2.424, 1.697, 1.401, 2.031
2.396, 1.695, 1.439, 2.011
2.37, 1.664, 1.485, 1.981
2.36, 1.682, 1.478, 1.975
2.48, 1.704, 1.356, 2.088
2.39, 1.691, 1.446, 2.006
2.463, 1.705, 1.356, 2.066
2.42, 1.686, 1.417, 2.035
2.48, 1.703, 1.356, 2.088
2.402, 1.691, 1.425, 2.006
2.36, 1.683, 1.479, 1.975
2.26, 1.654, 1.581, 1.873
2.426, 1.699, 1.401, 2.031
2.514, 1.713, 1.32, 2.118
2.14, 1.617, 1.697, 1.753
2.491, 1.713, 1.322, 2.089
2.421, 1.697, 1.426, 2.042
2.158, 1.622, 1.673, 1.768
2.44, 1.702, 1.392, 2.049
2.43, 1.696, 1.389, 2.027
2.46, 1.704, 1.378, 2.055
2.32, 1.671, 1.524, 1.932
2.32, 1.67, 1.496, 1.929
2.37, 1.684, 1.453, 1.973
2.491, 1.712, 1.326, 2.089
2.25, 1.652, 1.6, 1.853
2.441, 1.712, 1.353, 2.041
2.47, 1.7, 1.376, 2.074
2.471, 1.705, 1.371, 2.081
2.48, 1.702, 1.328, 2.067
2.49, 1.711, 1.323, 2.088
2.4, 1.69, 1.418, 2.001
2.25, 1.654, 1.607, 1.841
2.26, 1.655, 1.584, 1.874
2.37, 1.682, 1.453, 1.97
2.471, 1.716, 1.318, 2.064
2.4, 1.676, 1.451, 2.013
2.133, 1.626, 1.689, 1.758
2.44, 1.693, 1.396, 2.055
2.45, 1.694, 1.395, 2.056
2.515, 1.712, 1.317, 2.117
2.49, 1.712, 1.326, 2.088
2.25, 1.655, 1.606, 1.844
2.451, 1.701, 1.399, 2.065
2.378, 1.697, 1.428, 1.985
2.4, 1.69, 1.428, 2.011
2.32, 1.67, 1.514, 1.935
2.402, 1.689, 1.426, 2.01
2.388, 1.689, 1.464, 2.012
2.403, 1.69, 1.425, 2.01
2.48, 1.708, 1.358, 2.08
2.361, 1.687, 1.472, 1.981
2.491, 1.709, 1.35, 2.095
2.134, 1.625, 1.689, 1.757
2.46, 1.714, 1.333, 2.055
2.256, 1.654, 1.576, 1.879
2.48, 1.709, 1.336, 2.077
2.45, 1.694, 1.394, 2.055
2.377, 1.698, 1.425, 1.987
2.37, 1.683, 1.453, 1.972
2.472, 1.703, 1.37, 2.083
2.42, 1.697, 1.426, 2.018
2.353, 1.68, 1.526, 1.969
2.452, 1.699, 1.401, 2.066
2.39, 1.692, 1.455, 1.996
2.458, 1.714, 1.336, 2.055
2.469, 1.716, 1.318, 2.065
2.158, 1.622, 1.676, 1.767
2.31, 1.67, 1.537, 1.92
2.32, 1.675, 1.527, 1.932
2.451, 1.698, 1.398, 2.063
2.446, 1.701, 1.376, 2.049
2.403, 1.691, 1.428, 2.011
2.513, 1.711, 1.321, 2.116
2.44, 1.702, 1.405, 2.04
2.14, 1.625, 1.665, 1.751
2.44, 1.692, 1.395, 2.055
2.32, 1.674, 1.527, 1.932
2.393, 1.689, 1.464, 2.011
2.37, 1.684, 1.453, 1.972
2.491, 1.712, 1.323, 2.089
2.134, 1.626, 1.689, 1.756
2.32, 1.671, 1.52, 1.934
2.298, 1.679, 1.511, 1.913
2.13, 1.622, 1.708, 1.723
2.401, 1.691, 1.426, 2.009
2.463, 1.706, 1.356, 2.065
2.158, 1.623, 1.673, 1.767
2.491, 1.712, 1.325, 2.089
2.158, 1.621, 1.673, 1.768
2.42, 1.685, 1.42, 2.036
2.365, 1.682, 1.467, 1.977
2.36, 1.664, 1.488, 1.977
2.25, 1.655, 1.58, 1.871
2.452, 1.698, 1.397, 2.063
2.47, 1.708, 1.361, 2.068
2.471, 1.716, 1.32, 2.066
2.159, 1.622, 1.675, 1.768
2.366, 1.68, 1.471, 1.978
2.39, 1.69, 1.444, 2.006
2.44, 1.703, 1.406, 2.04
2.13, 1.619, 1.698, 1.707
2.37, 1.684, 1.452, 1.971
2.32, 1.671, 1.519, 1.932
2.31, 1.671, 1.535, 1.92
2.493, 1.719, 1.333, 2.094
2.46, 1.705, 1.37, 2.064
2.446, 1.701, 1.375, 2.047
2.47, 1.708, 1.362, 2.065
2.396, 1.697, 1.439, 2.013
2.404, 1.702, 1.399, 2.009
2.26, 1.655, 1.588, 1.87
2.44, 1.703, 1.391, 2.048
2.158, 1.621, 1.673, 1.767
2.47, 1.698, 1.375, 2.073
2.442, 1.712, 1.352, 2.041
2.157, 1.615, 1.688, 1.763
2.388, 1.688, 1.464, 2.011
2.25, 1.655, 1.581, 1.873
2.443, 1.711, 1.354, 2.042
2.39, 1.69, 1.453, 1.996
2.48, 1.7, 1.328, 2.067
2.398, 1.695, 1.439, 2.012
2.134, 1.625, 1.694, 1.752
2.4, 1.676, 1.45, 2.013
2.515, 1.717, 1.32, 2.118
2.491, 1.712, 1.322, 2.087
2.44, 1.694, 1.397, 2.057
2.44, 1.69, 1.393, 2.055
2.47, 1.7, 1.375, 2.075
2.514, 1.715, 1.321, 2.115
2.515, 1.712, 1.319, 2.116
2.45, 1.694, 1.395, 2.055
2.44, 1.701, 1.365, 2.043
2.515, 1.713, 1.317, 2.115
2.47, 1.693, 1.345, 2.064
2.462, 1.708, 1.357, 2.064
2.125, 1.642, 1.665, 1.716
2.13, 1.62, 1.708, 1.723
2.443, 1.711, 1.351, 2.042
2.492, 1.717, 1.332, 2.096
2.392, 1.689, 1.466, 2.012
2.25, 1.655, 1.579, 1.874
2.39, 1.692, 1.452, 1.996
2.42, 1.686, 1.42, 2.036
2.394, 1.689, 1.468, 2.017
2.515, 1.714, 1.32, 2.118
2.49, 1.708, 1.352, 2.095
2.449, 1.7, 1.399, 2.064
2.423, 1.701, 1.409, 2.036
2.47, 1.698, 1.373, 2.072
2.397, 1.696, 1.44, 2.013
2.14, 1.625, 1.686, 1.762
2.281, 1.659, 1.581, 1.913
2.4, 1.675, 1.449, 2.013
2.164, 1.617, 1.681, 1.766
2.4, 1.679, 1.449, 2.013
2.133, 1.625, 1.689, 1.755
2.47, 1.706, 1.361, 2.064
2.236, 1.662, 1.574, 1.848
2.42, 1.695, 1.425, 2.019
2.32, 1.67, 1.513, 1.935
2.424, 1.707, 1.373, 2.027
2.446, 1.701, 1.375, 2.05
2.367, 1.681, 1.467, 1.978
2.44, 1.692, 1.394, 2.056
2.47, 1.707, 1.361, 2.066
2.14, 1.614, 1.704, 1.751
2.49, 1.698, 1.332, 2.075
2.26, 1.654, 1.583, 1.872
2.4, 1.675, 1.449, 2.012
2.44, 1.704, 1.392, 2.049
2.4, 1.678, 1.449, 2.013
2.42, 1.698, 1.415, 2.03
2.471, 1.706, 1.372, 2.083
2.39, 1.692, 1.452, 1.995
2.44, 1.703, 1.392, 2.05
2.25, 1.653, 1.581, 1.873
2.49, 1.709, 1.347, 2.078
2.441, 1.713, 1.351, 2.042
2.47, 1.698, 1.374, 2.074
2.281, 1.66, 1.581, 1.913
2.4, 1.69, 1.417, 2.001
2.49, 1.714, 1.339, 2.092
2.25, 1.657, 1.581, 1.873
2.399, 1.692, 1.43, 2.01
2.44, 1.694, 1.394, 2.056
2.49, 1.699, 1.331, 2.076
2.356, 1.689, 1.476, 1.981
2.462, 1.714, 1.367, 2.07
2.49, 1.712, 1.342, 2.091
2.26, 1.655, 1.589, 1.869
2.159, 1.62, 1.672, 1.767
2.36, 1.683, 1.478, 1.975
2.469, 1.703, 1.372, 2.08
2.49, 1.712, 1.342, 2.09
2.4, 1.676, 1.45, 2.012
2.46, 1.705, 1.373, 2.066
2.404, 1.703, 1.4, 2.009
2.443, 1.711, 1.352, 2.041
2.44, 1.691, 1.396, 2.055
2.257, 1.656, 1.575, 1.879
2.49, 1.708, 1.352, 2.096
2.235, 1.662, 1.575, 1.849
2.378, 1.697, 1.427, 1.986
2.462, 1.706, 1.354, 2.064
2.37, 1.683, 1.452, 1.97
2.15, 1.626, 1.67, 1.745
2.44, 1.693, 1.397, 2.056
2.36, 1.665, 1.488, 1.983
2.25, 1.654, 1.6, 1.855
2.44, 1.703, 1.392, 2.049
2.513, 1.712, 1.32, 2.118
2.444, 1.702, 1.375, 2.05
2.158, 1.617, 1.689, 1.764
2.42, 1.697, 1.391, 2.025
2.423, 1.699, 1.404, 2.031
2.42, 1.694, 1.425, 2.021
2.44, 1.694, 1.395, 2.056
2.491, 1.71, 1.323, 2.089
2.463, 1.706, 1.353, 2.064
2.446, 1.707, 1.387, 2.056
2.265, 1.65, 1.572, 1.876
2.44, 1.702, 1.389, 2.046
2.473, 1.716, 1.323, 2.065
2.44, 1.693, 1.395, 2.056
2.462, 1.711, 1.367, 2.071
2.262, 1.653, 1.574, 1.875
2.377, 1.696, 1.428, 1.986
2.462, 1.705, 1.356, 2.066
2.32, 1.672, 1.524, 1.932
2.25, 1.655, 1.601, 1.852
2.133, 1.627, 1.689, 1.756
2.45, 1.694, 1.395, 2.056
2.48, 1.714, 1.353, 2.084
2.14, 1.621, 1.7, 1.756
2.492, 1.712, 1.323, 2.089
2.49, 1.708, 1.347, 2.08
2.481, 1.71, 1.336, 2.079
2.42, 1.701, 1.416, 2.03
2.42, 1.696, 1.388, 2.025
2.458, 1.714, 1.335, 2.055
2.44, 1.7, 1.367, 2.045
2.44, 1.703, 1.369, 2.045
2.515, 1.712, 1.318, 2.115
2.13, 1.621, 1.707, 1.721
2.424, 1.697, 1.4, 2.03
2.36, 1.682, 1.489, 1.962
2.43, 1.696, 1.39, 2.027
2.318, 1.67, 1.517, 1.933
2.377, 1.697, 1.427, 1.986
2.47, 1.695, 1.348, 2.064
2.425, 1.698, 1.4, 2.031
2.451, 1.701, 1.398, 2.063
2.48, 1.704, 1.359, 2.085
2.164, 1.618, 1.685, 1.766
2.48, 1.703, 1.358, 2.085
2.378, 1.698, 1.427, 1.986
2.505, 1.714, 1.333, 2.108
2.424, 1.697, 1.401, 2.031
2.394, 1.689, 1.466, 2.013
2.423, 1.697, 1.404, 2.031
2.403, 1.701, 1.4, 2.01
2.36, 1.664, 1.487, 1.982
2.423, 1.703, 1.411, 2.036
2.14, 1.614, 1.7, 1.753
2.4, 1.69, 1.416, 2.001
2.42, 1.686, 1.42, 2.036
2.133, 1.625, 1.69, 1.755
2.46, 1.705, 1.375, 2.065
2.49, 1.709, 1.347, 2.08
2.25, 1.656, 1.604, 1.849
2.299, 1.679, 1.513, 1.914
2.44, 1.694, 1.393, 2.056
2.46, 1.706, 1.37, 2.065
2.402, 1.703, 1.4, 2.009
2.46, 1.706, 1.372, 2.065
2.236, 1.662, 1.575, 1.849
2.309, 1.675, 1.531, 1.937
2.378, 1.698, 1.428, 1.987
2.462, 1.713, 1.366, 2.071
2.472, 1.714, 1.319, 2.064
2.257, 1.656, 1.576, 1.88
2.134, 1.625, 1.69, 1.753
2.348, 1.675, 1.516, 1.972
2.276, 1.662, 1.583, 1.913
2.26, 1.656, 1.591, 1.869
2.45, 1.694, 1.394, 2.056
2.3, 1.678, 1.51, 1.913
2.422, 1.698, 1.405, 2.031
2.393, 1.689, 1.465, 2.012
2.44, 1.704, 1.392, 2.05
2.158, 1.62, 1.671, 1.764
2.446, 1.709, 1.386, 2.055
2.513, 1.713, 1.319, 2.116
2.46, 1.705, 1.373, 2.064
2.36, 1.687, 1.474, 1.982
2.49, 1.708, 1.34, 2.099
2.38, 1.698, 1.425, 1.986
2.49, 1.716, 1.331, 2.094
2.347, 1.676, 1.515, 1.968
2.46, 1.706, 1.355, 2.065
2.42, 1.694, 1.425, 2.018
2.462, 1.707, 1.354, 2.064
2.32, 1.67, 1.516, 1.924
2.422, 1.697, 1.426, 2.041
2.187, 1.644, 1.694, 1.798
2.49, 1.713, 1.338, 2.09
2.13, 1.625, 1.688, 1.758
2.46, 1.698, 1.347, 2.056
2.404, 1.702, 1.399, 2.009
2.47, 1.705, 1.361, 2.067
2.366, 1.683, 1.469, 1.976
2.37, 1.665, 1.486, 1.982
2.445, 1.707, 1.387, 2.055
2.462, 1.706, 1.356, 2.065
2.392, 1.689, 1.468, 2.011
2.39, 1.691, 1.452, 1.996
2.12, 1.634, 1.679, 1.731
2.36, 1.683, 1.476, 1.974
2.366, 1.683, 1.468, 1.977
2.25, 1.654, 1.582, 1.873
2.158, 1.62, 1.671, 1.767
2.309, 1.675, 1.535, 1.937
2.256, 1.656, 1.577, 1.879
2.46, 1.706, 1.38, 2.054
2.396, 1.689, 1.468, 2.017
2.25, 1.655, 1.603, 1.852
2.469, 1.708, 1.373, 2.082
2.13, 1.619, 1.699, 1.755
2.12, 1.636, 1.675, 1.728
2.402, 1.689, 1.427, 2.01
2.44, 1.694, 1.395, 2.055
2.424, 1.698, 1.401, 2.031
2.458, 1.714, 1.337, 2.056
2.347, 1.676, 1.514, 1.97
2.48, 1.716, 1.351, 2.084
2.315, 1.673, 1.517, 1.934
2.393, 1.689, 1.467, 2.012
2.378, 1.7, 1.428, 1.985
2.48, 1.714, 1.348, 2.085
2.37, 1.683, 1.455, 1.97
2.36, 1.663, 1.486, 1.982
2.46, 1.705, 1.38, 2.055
2.462, 1.704, 1.354, 2.064
2.14, 1.617, 1.698, 1.755
2.423, 1.696, 1.401, 2.031
2.378, 1.697, 1.427, 1.986
2.462, 1.706, 1.356, 2.066
2.4, 1.692, 1.445, 2.008
2.258, 1.656, 1.574, 1.88
2.4, 1.678, 1.448, 2.011
2.44, 1.693, 1.397, 2.058
2.471, 1.714, 1.319, 2.066
2.46, 1.705, 1.37, 2.064
2.4, 1.691, 1.419, 2.001
2.46, 1.704, 1.381, 2.056
2.14, 1.625, 1.687, 1.76
2.402, 1.703, 1.4, 2.009
2.14, 1.626, 1.663, 1.752
2.36, 1.682, 1.478, 1.973
2.26, 1.655, 1.583, 1.873
2.26, 1.654, 1.58, 1.873
2.443, 1.702, 1.374, 2.049
2.515, 1.714, 1.32, 2.116
2.42, 1.694, 1.389, 2.025
2.36, 1.664, 1.484, 1.982
2.36, 1.684, 1.479, 1.975
2.26, 1.657, 1.6, 1.871
2.36, 1.665, 1.485, 1.983
2.441, 1.71, 1.352, 2.042
2.463, 1.707, 1.357, 2.065
2.37, 1.682, 1.452, 1.97
2.463, 1.706, 1.354, 2.064
2.46, 1.707, 1.372, 2.064
2.4, 1.678, 1.449, 2.014
2.393, 1.688, 1.463, 2.011
2.49, 1.709, 1.348, 2.08
2.504, 1.71, 1.332, 2.108
2.443, 1.71, 1.353, 2.04
2.403, 1.703, 1.4, 2.009
2.32, 1.673, 1.537, 1.922
2.514, 1.713, 1.318, 2.115
2.402, 1.704, 1.4, 2.011
2.452, 1.7, 1.398, 2.062
2.32, 1.671, 1.526, 1.934
2.133, 1.626, 1.69, 1.757
2.471, 1.716, 1.318, 2.064
2.396, 1.695, 1.439, 2.012
2.505, 1.712, 1.332, 2.107
2.463, 1.713, 1.365, 2.071
2.446, 1.708, 1.386, 2.055
2.359, 1.69, 1.474, 1.981
2.359, 1.689, 1.473, 1.981
2.32, 1.673, 1.522, 1.923
2.44, 1.703, 1.368, 2.045
2.451, 1.701, 1.4, 2.063
2.39, 1.69, 1.445, 2.007
2.123, 1.641, 1.665, 1.721
2.133, 1.627, 1.688, 1.756
2.377, 1.696, 1.427, 1.986
2.32, 1.67, 1.496, 1.929
2.444, 1.702, 1.376, 2.05
2.492, 1.711, 1.321, 2.088
2.354, 1.693, 1.479, 1.982
2.403, 1.703, 1.396, 2.006
2.424, 1.708, 1.373, 2.027
2.491, 1.71, 1.322, 2.088
2.133, 1.626, 1.69, 1.758
2.49, 1.708, 1.342, 2.096
2.4, 1.69, 1.416, 2.001
2.354, 1.688, 1.474, 1.981
2.443, 1.701, 1.375, 2.048
2.443, 1.701, 1.375, 2.049
2.32, 1.672, 1.524, 1.932
2.402, 1.69, 1.425, 2.008
2.49, 1.7, 1.332, 2.075
2.134, 1.626, 1.688, 1.758
2.44, 1.703, 1.392, 2.048
2.422, 1.697, 1.425, 2.041
2.16, 1.622, 1.674, 1.768
2.403, 1.703, 1.398, 2.008
2.401, 1.702, 1.4, 2.011
2.402, 1.688, 1.425, 2.009
2.4, 1.676, 1.449, 2.013
2.358, 1.69, 1.474, 1.981
2.4, 1.676, 1.449, 2.012
2.32, 1.67, 1.497, 1.931
2.443, 1.711, 1.353, 2.041
2.14, 1.621, 1.709, 1.722
2.44, 1.694, 1.397, 2.055
2.158, 1.622, 1.672, 1.767
2.32, 1.671, 1.494, 1.931
2.44, 1.703, 1.368, 2.044
2.4, 1.678, 1.447, 2.013
2.48, 1.703, 1.357, 2.086
2.422, 1.698, 1.428, 2.042
2.44, 1.703, 1.401, 2.039
2.42, 1.685, 1.421, 2.037
2.14, 1.626, 1.684, 1.761
2.422, 1.701, 1.41, 2.036
2.182, 1.643, 1.701, 1.81
2.359, 1.689, 1.474, 1.982
2.46, 1.714, 1.334, 2.054
2.42, 1.686, 1.42, 2.036
2.255, 1.656, 1.576, 1.879
2.514, 1.714, 1.32, 2.117
2.32, 1.671, 1.534, 1.918
2.32, 1.67, 1.518, 1.927
2.32, 1.673, 1.522, 1.924
2.48, 1.709, 1.356, 2.079
2.46, 1.7, 1.346, 2.056
2.48, 1.709, 1.353, 2.078
2.26, 1.654, 1.587, 1.87
2.188, 1.646, 1.694, 1.802
2.422, 1.699, 1.4, 2.031
2.471, 1.703, 1.375, 2.081
2.43, 1.698, 1.387, 2.026
2.26, 1.656, 1.591, 1.869
2.515, 1.714, 1.32, 2.117
2.42, 1.698, 1.415, 2.027
2.49, 1.714, 1.339, 2.091
2.42, 1.694, 1.425, 2.02
2.49, 1.713, 1.325, 2.089
2.378, 1.697, 1.427, 1.986
2.43, 1.698, 1.391, 2.027
2.46, 1.703, 1.381, 2.055
2.424, 1.708, 1.371, 2.027
2.424, 1.707, 1.376, 2.025
2.451, 1.699, 1.4, 2.063
2.47, 1.706, 1.362, 2.065
2.479, 1.709, 1.337, 2.078
2.48, 1.709, 1.337, 2.078
2.42, 1.686, 1.421, 2.034
2.36, 1.665, 1.488, 1.981
2.133, 1.625, 1.688, 1.756
2.46, 1.705, 1.371, 2.065
2.44, 1.692, 1.397, 2.055
2.25, 1.654, 1.6, 1.854
2.49, 1.698, 1.331, 2.074
2.42, 1.699, 1.415, 2.03
2.515, 1.716, 1.319, 2.118
2.505, 1.713, 1.332, 2.105
2.49, 1.699, 1.331, 2.075
2.348, 1.678, 1.515, 1.972
2.443, 1.711, 1.351, 2.042
2.121, 1.633, 1.678, 1.73
2.392, 1.687, 1.464, 2.011
2.44, 1.703, 1.392, 2.048
2.424, 1.707, 1.375, 2.027
2.46, 1.706, 1.382, 2.053
2.49, 1.708, 1.341, 2.097
2.46, 1.697, 1.347, 2.055
2.14, 1.626, 1.686, 1.761
2.452, 1.702, 1.4, 2.065
2.32, 1.672, 1.538, 1.919
2.403, 1.69, 1.426, 2.009
2.377, 1.698, 1.427, 1.986
2.36, 1.684, 1.455, 1.971
2.424, 1.698, 1.4, 2.03
2.397, 1.695, 1.438, 2.012
2.45, 1.694, 1.394, 2.055
2.44, 1.703, 1.366, 2.044
2.469, 1.703, 1.375, 2.08
2.392, 1.688, 1.467, 2.014
2.48, 1.702, 1.358, 2.084
2.446, 1.701, 1.375, 2.051
2.14, 1.616, 1.698, 1.753
2.37, 1.684, 1.454, 1.973
2.285, 1.659, 1.576, 1.913
2.516, 1.713, 1.318, 2.115
2.49, 1.698, 1.332, 2.074
2.42, 1.684, 1.419, 2.038
2.25, 1.655, 1.605, 1.835
2.251, 1.654, 1.576, 1.88
2.133, 1.626, 1.688, 1.756
2.49, 1.698, 1.331, 2.075
2.46, 1.698, 1.348, 2.056
2.134, 1.626, 1.688, 1.754
2.132, 1.626, 1.689, 1.755
2.423, 1.697, 1.402, 2.03
2.25, 1.654, 1.603, 1.844
2.471, 1.716, 1.319, 2.064
2.515, 1.714, 1.318, 2.116
2.46, 1.705, 1.373, 2.064
2.48, 1.709, 1.354, 2.078
2.458, 1.713, 1.337, 2.055
2.42, 1.685, 1.419, 2.037
2.442, 1.711, 1.352, 2.042
2.503, 1.712, 1.332, 2.107
2.299, 1.68, 1.512, 1.913
2.49, 1.708, 1.339, 2.096
2.378, 1.699, 1.427, 1.987
2.424, 1.708, 1.376, 2.025
2.36, 1.688, 1.472, 1.981
2.423, 1.698, 1.402, 2.03
2.424, 1.698, 1.4, 2.031
2.48, 1.715, 1.35, 2.085
2.49, 1.71, 1.325, 2.088
2.43, 1.695, 1.389, 2.026
2.491, 1.716, 1.332, 2.095
2.25, 1.656, 1.607, 1.84
2.32, 1.669, 1.497, 1.931
2.513, 1.714, 1.32, 2.117
2.248, 1.657, 1.582, 1.88
2.424, 1.709, 1.373, 2.027
2.44, 1.693, 1.395, 2.055
2.471, 1.716, 1.321, 2.064
2.49, 1.7, 1.332, 2.075
2.49, 1.697, 1.332, 2.075
2.44, 1.693, 1.395, 2.055
2.446, 1.707, 1.385, 2.056
2.133, 1.625, 1.689, 1.755
2.424, 1.703, 1.411, 2.036
2.26, 1.648, 1.564, 1.867
2.424, 1.708, 1.375, 2.027
2.444, 1.701, 1.375, 2.05
2.14, 1.615, 1.705, 1.75
2.42, 1.697, 1.414, 2.028
2.444, 1.704, 1.375, 2.051
2.504, 1.713, 1.332, 2.109
2.43, 1.697, 1.389, 2.026
2.444, 1.702, 1.376, 2.05
2.447, 1.708, 1.385, 2.056
2.49, 1.699, 1.331, 2.075
2.42, 1.699, 1.416, 2.028
2.133, 1.625, 1.689, 1.754
2.32, 1.67, 1.499, 1.931
2.393, 1.689, 1.466, 2.012
2.25, 1.653, 1.601, 1.855
2.179, 1.641, 1.684, 1.802
2.36, 1.684, 1.476, 1.976
2.47, 1.706, 1.372, 2.08
2.46, 1.699, 1.346, 2.056
2.4, 1.676, 1.449, 2.012
2.471, 1.704, 1.373, 2.081
2.4, 1.678, 1.449, 2.013
2.513, 1.713, 1.32, 2.116
2.36, 1.683, 1.48, 1.972
2.49, 1.709, 1.35, 2.094
2.395, 1.692, 1.433, 2.01
2.14, 1.626, 1.687, 1.762
