# ['﻿k', 'ca', 'no3', 'nh4']
0.000000000000000000e+00, 3.102645312500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.810835937500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.991710937500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.110656875000000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.932034687500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.033795312500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.825014062500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.169850312500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.011376250000000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.016786562500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.761766562500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.802253437500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.751344687500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.132740312500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.806720937500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.829452187500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.927053125000000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.845004687500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.890029062500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.953288437500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.862959687500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.843975937500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.099307187500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.769160312500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.844471875000000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.897660000000000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.933055312500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.003624687500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.788574062500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.048600312500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 3.039022812500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.772831250000000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.932435937500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.986192812500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.843544687500000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
0.000000000000000000e+00, 2.885943750000000000e+05, 0.000000000000000000e+00, 0.000000000000000000e+00
