# '﻿k', 'ca', 'no3', 'nh4'
4.006850998848676682e-03, 1.012878026813268661e-03, 5.797984544187784195e-03, 5.024694255553185940e-04
2.579737640917301178e-02, 6.732833106070756912e-03, 3.972499072551727295e-02, 3.433044999837875366e-03
1.111277006566524506e-02, 2.704406389966607094e-03, 1.617545075714588165e-02, 1.341160503216087818e-03
4.005293827503919601e-03, 1.020458061248064041e-03, 5.806694738566875458e-03, 5.051803891547024250e-04
1.381769869476556778e-02, 3.484933637082576752e-03, 2.039830014109611511e-02, 1.758307102136313915e-03
7.462811190634965897e-04, 1.836705603636801243e-03, 1.094077993184328079e-02, 9.045163169503211975e-04
2.235368825495243073e-02, 5.839411634951829910e-03, 3.522620722651481628e-02, 3.004596568644046783e-03
4.034070298075675964e-03, 1.015762682072818279e-03, 5.754383746534585953e-03, 5.026150029152631760e-04
7.518766215071082115e-04, 1.837529591284692287e-03, 1.096240151673555374e-02, 9.201649809256196022e-04
7.538650534115731716e-04, 1.838766154833137989e-03, 1.095319818705320358e-02, 9.214283199980854988e-04
3.029740788042545319e-02, 7.600922603160142899e-03, 4.456711560487747192e-02, 4.001580178737640381e-03
2.626928873360157013e-02, 6.952971220016479492e-03, 4.098922014236450195e-02, 3.557270625606179237e-03
2.919035404920578003e-02, 7.259312085807323456e-03, 4.354833438992500305e-02, 3.761280560865998268e-03
4.011416807770729065e-03, 1.022836426272988319e-03, 5.770594812929630280e-03, 5.082745919935405254e-04
2.625884115695953369e-02, 6.924040149897336960e-03, 4.052563011646270752e-02, 3.518223529681563377e-03
2.034743502736091614e-02, 5.231900140643119812e-03, 3.073488920927047729e-02, 2.559520304203033447e-03
1.396713871508836746e-02, 3.508294466882944107e-03, 2.053528092801570892e-02, 1.766286441124975681e-03
2.143702842295169830e-02, 5.441694054752588272e-03, 3.267205134034156799e-02, 2.716034185141324997e-03
1.410416234284639359e-02, 3.601601812988519669e-03, 2.128741331398487091e-02, 1.815019408240914345e-03
1.108842808753252029e-02, 2.740646246820688248e-03, 1.632021553814411163e-02, 1.354608335532248020e-03
1.693324558436870575e-02, 4.229497164487838745e-03, 2.529867924749851227e-02, 2.134108683094382286e-03
1.998383365571498871e-02, 5.135901737958192825e-03, 3.033775649964809418e-02, 2.549797063693404198e-03
4.004770424216985703e-03, 1.013137167319655418e-03, 5.803468171507120132e-03, 5.021208780817687511e-04
3.556067124009132385e-02, 7.278315722942352295e-03, 4.479645565152168274e-02, 3.509774105623364449e-03
2.163718827068805695e-02, 5.506867542862892151e-03, 3.290631994605064392e-02, 2.742223441600799561e-03
1.644164323806762695e-02, 4.152497276663780212e-03, 2.475106716156005859e-02, 2.090447582304477692e-03
1.372403651475906372e-02, 3.447673516348004341e-03, 2.045351825654506683e-02, 1.765880500897765160e-03
7.487530237995088100e-04, 1.837130286730825901e-03, 1.096526812762022018e-02, 9.180109482258558273e-04
2.808784693479537964e-02, 7.130909711122512817e-03, 4.262008890509605408e-02, 3.625537035986781120e-03
7.496157195419073105e-04, 1.841933932155370712e-03, 1.091683842241764069e-02, 9.248617570847272873e-04
7.598224910907447338e-04, 1.845374004915356636e-03, 1.089178677648305893e-02, 9.260583319701254368e-04
2.998823672533035278e-02, 7.209983654320240021e-03, 4.475734010338783264e-02, 3.638120833784341812e-03
1.385983452200889587e-02, 3.522995160892605782e-03, 2.102089487016201019e-02, 1.774188247509300709e-03
1.093739178031682968e-02, 2.764939330518245697e-03, 1.608117669820785522e-02, 1.369949895888566971e-03
2.190581522881984711e-02, 5.593544803559780121e-03, 3.357793018221855164e-02, 2.779220696538686752e-03
1.727254502475261688e-02, 4.340723622590303421e-03, 2.590949088335037231e-02, 2.181200310587882996e-03
2.005391195416450500e-02, 5.180182401090860367e-03, 3.025617077946662903e-02, 2.530426485463976860e-03
2.859285660088062286e-02, 7.186456117779016495e-03, 4.470993205904960632e-02, 3.636370180174708366e-03
4.005667753517627716e-03, 1.011896529234945774e-03, 5.805153399705886841e-03, 5.016961949877440929e-04
2.531076036393642426e-02, 6.249130703508853912e-03, 3.867431357502937317e-02, 3.281134413555264473e-03
1.111380569636821747e-02, 2.706006402149796486e-03, 1.617943309247493744e-02, 1.343537587672472000e-03
1.997192576527595520e-02, 5.135025829076766968e-03, 3.029553405940532684e-02, 2.550492761656641960e-03
4.005188588052988052e-03, 1.020488794893026352e-03, 5.806157831102609634e-03, 5.052417982369661331e-04
1.901606470346450806e-02, 4.912667907774448395e-03, 2.906993590295314789e-02, 2.418502932414412498e-03
7.627097074873745441e-04, 1.842370606027543545e-03, 1.092858612537384033e-02, 9.234782191924750805e-04
1.372375618666410446e-02, 3.494257573038339615e-03, 2.088802494108676910e-02, 1.757269492372870445e-03
1.108868978917598724e-02, 2.737143542617559433e-03, 1.615919172763824463e-02, 1.356940018013119698e-03
1.368938200175762177e-02, 3.444201312959194183e-03, 2.043871209025382996e-02, 1.753241871483623981e-03
7.546943961642682552e-04, 1.842533471062779427e-03, 1.091768685728311539e-02, 9.236972546204924583e-04
2.133115939795970917e-02, 5.388224497437477112e-03, 3.269837796688079834e-02, 2.689939690753817558e-03
1.850776188075542450e-02, 4.722976591438055038e-03, 2.835704945027828217e-02, 2.311695599928498268e-03
7.557106437161564827e-04, 1.838822267018258572e-03, 1.096342224627733231e-02, 9.221267537213861942e-04
2.213488146662712097e-02, 5.640999414026737213e-03, 3.362395241856575012e-02, 2.800164278596639633e-03
4.005293827503919601e-03, 1.020458061248064041e-03, 5.806694738566875458e-03, 5.051803891547024250e-04
4.007258452475070953e-03, 1.019941177219152451e-03, 5.805451422929763794e-03, 5.051884218119084835e-04
2.146918885409832001e-02, 5.480172112584114075e-03, 3.257082402706146240e-02, 2.657547127455472946e-03
2.767816744744777679e-02, 6.868744734674692154e-03, 4.346859827637672424e-02, 3.538880031555891037e-03
2.171056158840656281e-02, 5.727691110223531723e-03, 3.414744138717651367e-02, 2.938242396339774132e-03
1.372481789439916611e-02, 3.444587346166372299e-03, 2.046026289463043213e-02, 1.758448663167655468e-03
7.515133474953472614e-04, 1.839680946432054043e-03, 1.093866489827632904e-02, 9.221748332493007183e-04
1.101022958755493164e-02, 2.709561260417103767e-03, 1.609608344733715057e-02, 1.346391392871737480e-03
1.893975399434566498e-02, 4.835454281419515610e-03, 2.875923737883567810e-02, 2.399535616859793663e-03
4.005009308457374573e-03, 1.020373892970383167e-03, 5.807995330542325974e-03, 5.050468607805669308e-04
1.095470320433378220e-02, 2.770425286144018173e-03, 1.614504121243953705e-02, 1.370488083921372890e-03
4.005068447440862656e-03, 1.012641703709959984e-03, 5.805029068142175674e-03, 5.018511437810957432e-04
7.526418194174766541e-04, 1.846772152930498123e-03, 1.091236900538206100e-02, 8.961671264842152596e-04
4.043228458613157272e-03, 1.017801812849938869e-03, 5.792099516838788986e-03, 5.074759828858077526e-04
1.924461871385574341e-02, 4.878938663750886917e-03, 2.945989184081554413e-02, 2.401154255494475365e-03
2.302512712776660919e-02, 5.951334722340106964e-03, 3.622596710920333862e-02, 3.071106737479567528e-03
2.482948452234268188e-02, 6.478718481957912445e-03, 3.858915343880653381e-02, 3.202762687578797340e-03
2.054572105407714844e-02, 5.189824383705854416e-03, 3.164623305201530457e-02, 2.595837693661451340e-03
1.698560640215873718e-02, 4.219185095280408859e-03, 2.534166350960731506e-02, 2.133528934791684151e-03
2.203521691262722015e-02, 5.613768473267555237e-03, 3.337944298982620239e-02, 2.781831426545977592e-03
4.005101509392261505e-03, 1.011984655633568764e-03, 5.808003246784210205e-03, 5.015226197429001331e-04
2.413335070013999939e-02, 6.168146617710590363e-03, 3.721385821700096130e-02, 3.111497266218066216e-03
2.559721656143665314e-02, 6.741135381162166595e-03, 3.971347212791442871e-02, 3.430263372138142586e-03
4.007896874099969864e-03, 1.019652816466987133e-03, 5.803581792861223221e-03, 5.052217748016119003e-04
2.375756762921810150e-02, 6.135157309472560883e-03, 3.735214844346046448e-02, 3.130238968878984451e-03
4.011285956948995590e-03, 1.021999167278409004e-03, 5.775259342044591904e-03, 5.080449045635759830e-04
1.103403698652982712e-02, 2.743918215855956078e-03, 1.629523001611232758e-02, 1.370930112898349762e-03
1.343083754181861877e-02, 3.399369074031710625e-03, 2.003262192010879517e-02, 1.717749750241637230e-03
1.108438801020383835e-02, 2.720227465033531189e-03, 1.621622033417224884e-02, 1.368339406326413155e-03
2.268568985164165497e-02, 5.907002370804548264e-03, 3.497758880257606506e-02, 2.955689793452620506e-03
1.099883764982223511e-02, 2.727560233324766159e-03, 1.624094136059284210e-02, 1.366218668408691883e-03
1.781869120895862579e-02, 4.493287298828363419e-03, 2.671280317008495331e-02, 2.252137521281838417e-03
4.076688084751367569e-03, 1.020855968818068504e-03, 5.740647669881582260e-03, 5.040412652306258678e-04
2.733438648283481598e-02, 6.811212748289108276e-03, 4.228674247860908508e-02, 3.266889369115233421e-03
2.841601707041263580e-02, 7.222268264740705490e-03, 4.277405887842178345e-02, 3.679773304611444473e-03
2.501617930829524994e-02, 6.512324791401624680e-03, 3.869743645191192627e-02, 3.228479297831654549e-03
2.870650216937065125e-02, 7.255310192704200745e-03, 4.471180215477943420e-02, 3.696951083838939667e-03
1.733465306460857391e-02, 4.362931940704584122e-03, 2.591231651604175568e-02, 2.192787826061248779e-03
1.718559116125106812e-02, 4.322996828705072403e-03, 2.569577470421791077e-02, 2.176890848204493523e-03
2.286904864013195038e-02, 5.941591691225767136e-03, 3.519778698682785034e-02, 2.968102926388382912e-03
1.424787472933530807e-02, 3.633899614214897156e-03, 2.149582095444202423e-02, 1.834293827414512634e-03
1.105454750359058380e-02, 2.746846759691834450e-03, 1.633975654840469360e-02, 1.373507548123598099e-03
2.955554239451885223e-02, 7.438126485794782639e-03, 4.422671347856521606e-02, 3.914779052138328552e-03
2.810819819569587708e-02, 7.124550174921751022e-03, 4.259368404746055603e-02, 3.630245802924036980e-03
3.946171142160892487e-03, 1.026220503263175488e-03, 6.168909370899200439e-03, 5.301878554746508598e-04
