# '﻿k', 'ca', 'no3', 'nh4'
3.412924008443951607e-03, 1.094543025828897953e-03, 3.953286446630954742e-03, 5.418369546532630920e-04
3.038576245307922363e-02, 7.461154833436012268e-03, 3.776000067591667175e-02, 2.648110967129468918e-03
5.992079153656959534e-03, 2.195015316829085350e-03, 1.323307212442159653e-02, 1.209280220791697502e-03
3.937490750104188919e-03, 1.116317464038729668e-03, 3.664268879219889641e-03, 5.253215203993022442e-04
1.162705849856138229e-02, 4.658589605242013931e-03, 1.822081953287124634e-02, 1.364155439659953117e-03
8.911631884984672070e-04, 2.349086804315447807e-03, 8.969983085989952087e-03, 1.147677539847791195e-03
2.619749121367931366e-02, 6.908100564032793045e-03, 3.525193035602569580e-02, 1.830095192417502403e-03
3.741424065083265305e-03, 1.191679039038717747e-03, 4.508352372795343399e-03, 6.213277811184525490e-04
6.631645374000072479e-04, 2.268584910780191422e-03, 9.414440952241420746e-03, 1.147219561971724033e-03
6.486870115622878075e-04, 2.249974291771650314e-03, 9.459192864596843719e-03, 1.150206895545125008e-03
4.460237547755241394e-02, 4.480794817209243774e-02, 4.123833402991294861e-02, 4.475560039281845093e-02
3.253811970353126526e-02, 9.084530174732208252e-03, 3.720296919345855713e-02, 6.492847111076116562e-03
4.099478572607040405e-02, 1.431793160736560822e-02, 4.008092731237411499e-02, 3.405402647331357002e-03
3.910410683602094650e-03, 9.460832807235419750e-04, 3.548712935298681259e-03, 5.387707496993243694e-04
3.068770654499530792e-02, 7.023191545158624649e-03, 3.809283301234245300e-02, 2.452576765790581703e-03
1.655138097703456879e-02, 9.493924677371978760e-03, 2.327967993915081024e-02, 2.356160432100296021e-03
1.132143475115299225e-02, 4.566231742501258850e-03, 1.820800080895423889e-02, 1.418260857462882996e-03
2.035462856292724609e-02, 7.846270687878131866e-03, 2.494794130325317383e-02, 2.473819768056273460e-03
1.125468686223030090e-02, 5.182467401027679443e-03, 2.065313048660755157e-02, 1.488407608121633530e-03
7.888623513281345367e-03, 2.485502045601606369e-03, 1.466562505811452866e-02, 1.067101024091243744e-03
1.335346512496471405e-02, 6.179547403007745743e-03, 2.518041431903839111e-02, 1.648620585910975933e-03
1.521529257297515869e-02, 1.201410405337810516e-02, 2.197183296084403992e-02, 3.130412427708506584e-03
3.422231879085302353e-03, 1.123650348745286465e-03, 3.988116048276424408e-03, 5.475285579450428486e-04
4.481000080704689026e-02, 4.481000080704689026e-02, 4.327815398573875427e-02, 4.481000080704689026e-02
1.981968618929386139e-02, 8.253864012658596039e-03, 2.456251904368400574e-02, 2.496440662071108818e-03
1.372488867491483688e-02, 5.993345286697149277e-03, 2.056214585900306702e-02, 1.615473651327192783e-03
1.323678437620401382e-02, 5.066373385488986969e-03, 1.859831809997558594e-02, 1.607077661901712418e-03
6.357879610732197762e-04, 2.298708539456129074e-03, 9.444059804081916809e-03, 1.115159597247838974e-03
4.113398864865303040e-02, 4.471277445554733276e-02, 3.801209107041358948e-02, 4.464486986398696899e-02
5.776053876616060734e-04, 2.173333195969462395e-03, 8.876433596014976501e-03, 1.242787810042500496e-03
5.656919092871248722e-04, 2.272811485454440117e-03, 9.103808552026748657e-03, 1.177607569843530655e-03
4.481000080704689026e-02, 4.481000080704689026e-02, 4.304348304867744446e-02, 4.481000080704689026e-02
