# '﻿k', 'ca', 'no3', 'nh4'
4.044529050588607788e-03, 9.909848449751734734e-04, 5.849110893905162811e-03, 4.864948859903961420e-04
2.577449195086956024e-02, 6.865941919386386871e-03, 4.075861722230911255e-02, 3.412002464756369591e-03
1.086649764329195023e-02, 2.657285425812005997e-03, 1.598420925438404083e-02, 1.315519912168383598e-03
4.037675913423299789e-03, 9.952301625162363052e-04, 5.827466025948524475e-03, 4.850218829233199358e-04
1.355312112718820572e-02, 3.450168063864111900e-03, 2.044622413814067841e-02, 1.673694932833313942e-03
7.978919311426579952e-04, 1.832898240536451340e-03, 1.093977037817239761e-02, 9.194118320010602474e-04
2.437683381140232086e-02, 6.592901423573493958e-03, 3.776026144623756409e-02, 3.250948153436183929e-03
4.059957806020975113e-03, 9.973308769986033440e-04, 5.889812484383583069e-03, 4.797655856236815453e-04
7.766250055283308029e-04, 1.829693210311233997e-03, 1.106314826756715775e-02, 9.116168366745114326e-04
7.786775822751224041e-04, 1.830590656027197838e-03, 1.106731966137886047e-02, 9.106566431000828743e-04
2.821826189756393433e-02, 6.748425774276256561e-03, 4.441648721694946289e-02, 3.643494565039873123e-03
2.668501250445842743e-02, 6.899817846715450287e-03, 4.188018664717674255e-02, 3.550395602360367775e-03
2.621479518711566925e-02, 7.034164853394031525e-03, 4.344379529356956482e-02, 3.517057746648788452e-03
4.037252627313137054e-03, 1.001464086584746838e-03, 5.818020552396774292e-03, 4.870303964708000422e-04
2.568534575402736664e-02, 6.890215910971164703e-03, 4.112508147954940796e-02, 3.422264009714126587e-03
1.913741789758205414e-02, 4.925752989947795868e-03, 2.987294271588325500e-02, 2.491053659468889236e-03
1.372786890715360641e-02, 3.499365644529461861e-03, 2.081746980547904968e-02, 1.694485079497098923e-03
2.256113290786743164e-02, 5.778904072940349579e-03, 3.431702777743339539e-02, 2.932637464255094528e-03
1.353880763053894043e-02, 3.438428277149796486e-03, 2.075603790581226349e-02, 1.719157327897846699e-03
1.091978140175342560e-02, 2.711191773414611816e-03, 1.628093048930168152e-02, 1.328724785707890987e-03
1.593171246349811554e-02, 4.057923797518014908e-03, 2.451873570680618286e-02, 2.026990056037902832e-03
1.947196573019027710e-02, 4.918335936963558197e-03, 3.028071671724319458e-02, 2.521696500480175018e-03
4.043838940560817719e-03, 9.905921760946512222e-04, 5.850432906299829483e-03, 4.860849003307521343e-04
3.105311840772628784e-02, 6.250889040529727936e-03, 4.476802423596382141e-02, 3.029088489711284637e-03
2.260802499949932098e-02, 5.793320015072822571e-03, 3.440262377262115479e-02, 2.941774670034646988e-03
1.547725591808557510e-02, 3.940240480005741119e-03, 2.409612387418746948e-02, 1.993323676288127899e-03
1.329803187400102615e-02, 3.499726299196481705e-03, 2.087792754173278809e-02, 1.716772210784256458e-03
7.707370677962899208e-04, 1.828164095059037209e-03, 1.106039434671401978e-02, 9.091662941500544548e-04
2.830724790692329407e-02, 6.861832458525896072e-03, 4.322884604334831238e-02, 3.773260861635208130e-03
7.788498769514262676e-04, 1.831919420510530472e-03, 1.104843989014625549e-02, 9.055619593709707260e-04
7.790074450895190239e-04, 1.831608242355287075e-03, 1.103390101343393326e-02, 9.048928623087704182e-04
2.965629659593105316e-02, 6.062965840101242065e-03, 4.471836239099502563e-02, 3.063729731366038322e-03
1.266525220125913620e-02, 3.296429291367530823e-03, 1.946507021784782410e-02, 1.646433142013847828e-03
9.952487424015998840e-03, 2.701525809243321419e-03, 1.585655286908149719e-02, 1.240907469764351845e-03
2.219903841614723206e-02, 5.726829636842012405e-03, 3.392911702394485474e-02, 2.907276153564453125e-03
1.605833880603313446e-02, 4.141450393944978714e-03, 2.516973204910755157e-02, 2.088663401082158089e-03
1.865410059690475464e-02, 4.841432906687259674e-03, 2.920749224722385406e-02, 2.441327087581157684e-03
2.916361391544342041e-02, 5.893313791602849960e-03, 4.467033222317695618e-02, 3.036086214706301689e-03
4.044318106025457382e-03, 9.883753955364227295e-04, 5.853866226971149445e-03, 4.855827719438821077e-04
2.465503290295600891e-02, 6.187045946717262268e-03, 3.937105089426040649e-02, 3.415023209527134895e-03
1.101917866617441177e-02, 2.665009582415223122e-03, 1.600132510066032410e-02, 1.322246622294187546e-03
1.937455311417579651e-02, 4.887727554887533188e-03, 3.012657165527343750e-02, 2.508713398128747940e-03
4.038272891193628311e-03, 9.950926760211586952e-04, 5.828341934829950333e-03, 4.848589596804231405e-04
1.889613457024097443e-02, 4.754235502332448959e-03, 2.957841381430625916e-02, 2.455638954415917397e-03
7.823620690032839775e-04, 1.831797882914543152e-03, 1.108677871525287628e-02, 9.121082839556038380e-04
1.235288567841053009e-02, 3.205150598660111427e-03, 1.895973831415176392e-02, 1.611667568795382977e-03
1.106815971434116364e-02, 2.684198552742600441e-03, 1.624693162739276886e-02, 1.323265489190816879e-03
1.326669286936521530e-02, 3.485493129119277000e-03, 2.076689153909683228e-02, 1.710718730464577675e-03
7.761322194710373878e-04, 1.831076689995825291e-03, 1.103756669908761978e-02, 9.042772580869495869e-04
2.284203469753265381e-02, 5.914216395467519760e-03, 3.481881693005561829e-02, 3.027104074135422707e-03
1.928382180631160736e-02, 4.727357998490333557e-03, 2.954955212771892548e-02, 2.428803360089659691e-03
7.818425656296312809e-04, 1.831226283684372902e-03, 1.106041204184293747e-02, 9.144493378698825836e-04
2.292767353355884552e-02, 5.913834553211927414e-03, 3.490780293941497803e-02, 2.971940906718373299e-03
4.037675913423299789e-03, 9.952301625162363052e-04, 5.827466025948524475e-03, 4.850218829233199358e-04
4.037545062601566315e-03, 9.949497180059552193e-04, 5.826417822390794754e-03, 4.850713012274354696e-04
2.153531834483146667e-02, 5.519412923604249954e-03, 3.309262171387672424e-02, 2.804015763103961945e-03
2.686598151922225952e-02, 6.415513344109058380e-03, 4.382492974400520325e-02, 3.394470782950520515e-03
2.321789413690567017e-02, 6.045746617019176483e-03, 3.573239222168922424e-02, 3.039838746190071106e-03
1.328297983855009079e-02, 3.496800316497683525e-03, 2.083337679505348206e-02, 1.717749750241637230e-03
7.761856541037559509e-04, 1.830746885389089584e-03, 1.105180662125349045e-02, 9.060707525350153446e-04
1.125089917331933975e-02, 2.690552501007914543e-03, 1.607157103717327118e-02, 1.335792010650038719e-03
1.853912696242332458e-02, 4.767597652971744537e-03, 2.902253530919551849e-02, 2.430376363918185234e-03
4.037404898554086685e-03, 9.950939565896987915e-04, 5.827699787914752960e-03, 4.849885008297860622e-04
1.010690256953239441e-02, 2.720529213547706604e-03, 1.594651862978935242e-02, 1.252057030797004700e-03
4.043716005980968475e-03, 9.900407167151570320e-04, 5.851307418197393417e-03, 4.859540204051882029e-04
7.958313217386603355e-04, 1.837542979046702385e-03, 1.089633535593748093e-02, 9.066383354365825653e-04
4.037891980260610580e-03, 9.983391501009464264e-04, 5.809187889099121094e-03, 4.877822357229888439e-04
1.959580369293689728e-02, 4.821707028895616531e-03, 3.011448122560977936e-02, 2.476025838404893875e-03
2.455796487629413605e-02, 6.556112784892320633e-03, 3.811449557542800903e-02, 3.240247257053852081e-03
2.393412403762340546e-02, 6.326294969767332077e-03, 3.645491972565650940e-02, 3.155303886160254478e-03
2.263878472149372101e-02, 5.826050415635108948e-03, 3.448239713907241821e-02, 2.989229513332247734e-03
1.598439738154411316e-02, 4.071706905961036682e-03, 2.465354092419147491e-02, 2.035662531852722168e-03
2.287926338613033295e-02, 5.883256904780864716e-03, 3.479544818401336670e-02, 2.967802342027425766e-03
4.043400753289461136e-03, 9.882458252832293510e-04, 5.853354930877685547e-03, 4.855146689806133509e-04
2.490381523966789246e-02, 6.423815619200468063e-03, 3.784951567649841309e-02, 3.205910325050354004e-03
2.568314783275127411e-02, 6.852477788925170898e-03, 4.076208174228668213e-02, 3.402361879125237465e-03
4.038109909743070602e-03, 9.948696242645382881e-04, 5.826914217323064804e-03, 4.851567500736564398e-04
2.430814690887928009e-02, 6.236306391656398773e-03, 3.712421655654907227e-02, 3.178162500262260437e-03
4.042375367134809494e-03, 9.997853776440024376e-04, 5.820131860673427582e-03, 4.873735888395458460e-04
1.113073341548442841e-02, 2.747941762208938599e-03, 1.648180373013019562e-02, 1.357323257252573967e-03
1.339030172675848007e-02, 3.458256833255290985e-03, 2.063167281448841095e-02, 1.687415177002549171e-03
1.095313020050525665e-02, 2.784402109682559967e-03, 1.599083468317985535e-02, 1.344462973065674305e-03
2.193205431103706360e-02, 5.658541806042194366e-03, 3.331831470131874084e-02, 2.890747273340821266e-03
1.109863631427288055e-02, 2.739961259067058563e-03, 1.644796133041381836e-02, 1.351949525997042656e-03
1.625858619809150696e-02, 4.210735671222209930e-03, 2.540157176554203033e-02, 2.115890383720397949e-03
4.097981844097375870e-03, 9.992605773732066154e-04, 5.838299170136451721e-03, 4.758006543852388859e-04
2.536253258585929871e-02, 6.069067399948835373e-03, 4.273719340562820435e-02, 3.237772732973098755e-03
2.838307432830333710e-02, 6.871403660625219345e-03, 4.328726604580879211e-02, 3.763821907341480255e-03
2.384764328598976135e-02, 6.372168660163879395e-03, 3.656065091490745544e-02, 3.173776902258396149e-03
2.915963530540466309e-02, 5.807421170175075531e-03, 4.466914385557174683e-02, 2.977496245875954628e-03
1.564631983637809753e-02, 4.020325839519500732e-03, 2.426363341510295868e-02, 2.021008636802434921e-03
1.552840881049633026e-02, 3.975971601903438568e-03, 2.403778955340385437e-02, 1.997746527194976807e-03
2.201409451663494110e-02, 5.670942831784486771e-03, 3.332655131816864014e-02, 2.901424188166856766e-03
1.372963842004537582e-02, 3.484383458271622658e-03, 2.108434773981571198e-02, 1.739524188451468945e-03
1.118097733706235886e-02, 2.762150950729846954e-03, 1.651055179536342621e-02, 1.361899892799556255e-03
2.851561829447746277e-02, 6.697473116219043732e-03, 4.405929148197174072e-02, 3.644512267783284187e-03
2.845729514956474304e-02, 6.943215616047382355e-03, 4.324122145771980286e-02, 3.789648180827498436e-03
4.027578514069318771e-03, 9.810958290472626686e-04, 5.832325667142868042e-03, 4.846492956858128309e-04
7.763085304759442806e-04, 1.831419998779892921e-03, 1.103853620588779449e-02, 9.043146274052560329e-04
1.913551054894924164e-02, 4.827521741390228271e-03, 2.976744249463081360e-02, 2.486132550984621048e-03
1.591299101710319519e-02, 4.119091201573610306e-03, 2.487623691558837891e-02, 2.068045549094676971e-03
3.386138379573822021e-02, 6.493752822279930115e-03, 4.479388520121574402e-02, 2.994086593389511108e-03
4.043568857014179230e-03, 9.874779498204588890e-04, 5.854966584593057632e-03, 4.854371945839375257e-04
2.865703031420707703e-02, 6.728706415742635727e-03, 4.414396733045578003e-02, 3.666099626570940018e-03
1.356768608093261719e-02, 3.475377103313803673e-03, 2.092800475656986237e-02, 1.715603750199079514e-03
2.890401706099510193e-02, 7.373026572167873383e-03, 4.348636046051979065e-02, 3.643139498308300972e-03
3.203400224447250366e-02, 6.340419873595237732e-03, 4.478238523006439209e-02, 3.046353114768862724e-03
2.515960112214088440e-02, 6.787957157939672470e-03, 3.988897055387496948e-02, 3.394425380975008011e-03
2.286399155855178833e-02, 5.863561760634183884e-03, 3.472767025232315063e-02, 2.961114514619112015e-03
2.118515409529209137e-02, 5.389736033976078033e-03, 3.239415585994720459e-02, 2.745034638792276382e-03
2.483275905251502991e-02, 6.403820123523473740e-03, 3.774363175034523010e-02, 3.197354264557361603e-03
2.158047072589397430e-02, 5.535496864467859268e-03, 3.315687924623489380e-02, 2.826997311785817146e-03
2.531852945685386658e-02, 7.058500312268733978e-03, 4.078169912099838257e-02, 3.541437443345785141e-03
1.250121463090181351e-02, 3.249943954870104790e-03, 1.918258890509605408e-02, 1.627057208679616451e-03
9.582550264894962311e-03, 2.670924179255962372e-03, 1.574057899415493011e-02, 1.224824693053960800e-03
1.580919884145259857e-02, 4.024235997349023819e-03, 2.439244836568832397e-02, 2.014275407418608665e-03
4.038112238049507141e-03, 9.945958154276013374e-04, 5.828842986375093460e-03, 4.849804972764104605e-04
1.004468277096748352e-02, 2.737287664785981178e-03, 1.614889316260814667e-02, 1.262879464775323868e-03
2.888984233140945435e-02, 6.765739526599645615e-03, 4.416744410991668701e-02, 3.709397511556744576e-03
2.400383725762367249e-02, 6.008629221469163895e-03, 3.888228908181190491e-02, 3.283575642853975296e-03
7.976168417371809483e-04, 1.832287991419434547e-03, 1.093088835477828979e-02, 9.205509559251368046e-04
1.561465300619602203e-02, 3.984203562140464783e-03, 2.439615875482559204e-02, 2.032070187851786613e-03
2.650367468595504761e-02, 6.882848683744668961e-03, 4.365393146872520447e-02, 3.553957212716341019e-03
2.875207550823688507e-02, 6.852734368294477463e-03, 4.450637102127075195e-02, 3.708146046847105026e-03
2.458214201033115387e-02, 6.999712903052568436e-03, 4.080811515450477600e-02, 3.527996363118290901e-03
7.862669299356639385e-04, 1.830820343457162380e-03, 1.093599945306777954e-02, 9.113698033615946770e-04
1.874006167054176331e-02, 4.795772954821586609e-03, 2.924393489956855774e-02, 2.451513893902301788e-03
3.001062572002410889e-02, 6.078444886952638626e-03, 4.473516717553138733e-02, 3.036942100152373314e-03
1.865646801888942719e-02, 4.776200745254755020e-03, 2.820276841521263123e-02, 2.458733273670077324e-03
1.832416653633117676e-02, 4.694445990025997162e-03, 2.837977930903434753e-02, 2.376638120040297508e-03
2.699145674705505371e-02, 6.368187721818685532e-03, 4.328193888068199158e-02, 3.532364498823881149e-03
1.908119954168796539e-02, 4.753034561872482300e-03, 2.961791865527629852e-02, 2.469965489581227303e-03
1.363649591803550720e-02, 3.464537439867854118e-03, 2.060683630406856537e-02, 1.680681947618722916e-03
1.345725543797016144e-02, 3.425181843340396881e-03, 2.064012736082077026e-02, 1.710905693471431732e-03
7.748822681605815887e-04, 1.827404252253472805e-03, 1.104928087443113327e-02, 9.079350274987518787e-04
1.130479201674461365e-02, 2.713904017582535744e-03, 1.617984287440776825e-02, 1.347457058727741241e-03
7.788672228343784809e-04, 1.833444461226463318e-03, 1.104681286960840225e-02, 9.050905355252325535e-04
4.040384199470281601e-03, 1.000652089715003967e-03, 5.819167476147413254e-03, 4.871839773841202259e-04
2.227734588086605072e-02, 5.811747629195451736e-03, 3.375122696161270142e-02, 2.998892683535814285e-03
2.214118465781211853e-02, 5.674662068486213684e-03, 3.355473279953002930e-02, 2.867940580472350121e-03
7.795122219249606133e-04, 1.832768786698579788e-03, 1.106050144881010056e-02, 9.061415330506861210e-04
1.103195361793041229e-02, 2.666369080543518066e-03, 1.600618101656436920e-02, 1.323266886174678802e-03
4.094215575605630875e-03, 9.969222592189908028e-04, 5.847651045769453049e-03, 4.772723186761140823e-04
1.895046234130859375e-02, 4.789034370332956314e-03, 2.972137555480003357e-02, 2.477476140484213829e-03
1.337411347776651382e-02, 3.469991264864802361e-03, 2.071156352758407593e-02, 1.696353312581777573e-03
2.846929989755153656e-02, 6.666019558906555176e-03, 4.404617473483085632e-02, 3.627772442996501923e-03
2.828902564942836761e-02, 6.778619717806577682e-03, 4.450930282473564148e-02, 3.669140394777059555e-03
4.037946928292512894e-03, 9.953663684427738190e-04, 5.827230866998434067e-03, 4.850579425692558289e-04
7.811681716702878475e-04, 1.834361930377781391e-03, 1.106114126741886139e-02, 9.063819306902587414e-04
1.329027954488992691e-02, 3.501649247482419014e-03, 2.087415568530559540e-02, 1.720432657748460770e-03
3.089349716901779175e-02, 6.177222356200218201e-03, 4.476431384682655334e-02, 3.005557926371693611e-03
4.040309228003025055e-03, 9.942125761881470680e-04, 5.834298208355903625e-03, 4.850125405937433243e-04
3.156898915767669678e-02, 6.214018911123275757e-03, 4.477269574999809265e-02, 2.994724782183766365e-03
7.785173365846276283e-04, 1.831297064200043678e-03, 1.105522084981203079e-02, 9.075637790374457836e-04
2.458095550537109375e-02, 6.573462858796119690e-03, 3.823257982730865479e-02, 3.243508283048868179e-03
1.913360878825187683e-02, 4.812238737940788269e-03, 2.998525090515613556e-02, 2.501132199540734291e-03
