# '﻿k', 'ca', 'no3', 'nh4'
3.795155556872487068e-03, 9.150462574325501919e-04, 5.816574208438396454e-03, 4.752184031531214714e-04
2.712358161807060242e-02, 6.705934647470712662e-03, 4.073638841509819031e-02, 3.446674440056085587e-03
1.075497083365917206e-02, 2.675638301298022270e-03, 1.615289412438869476e-02, 1.299928640946745872e-03
3.780066268518567085e-03, 9.132781415246427059e-04, 5.807101726531982422e-03, 4.759435541927814484e-04
1.357702817767858505e-02, 3.474024357274174690e-03, 2.061571925878524780e-02, 1.738686813041567802e-03
6.989476969465613365e-04, 1.862615812569856644e-03, 1.102691888809204102e-02, 9.086868958547711372e-04
2.503565512597560883e-02, 6.161068566143512726e-03, 3.715858235955238342e-02, 3.167149145156145096e-03
3.806704422459006310e-03, 9.297708165831863880e-04, 5.825699307024478912e-03, 4.771227540913969278e-04
6.990932743065059185e-04, 1.849957159720361233e-03, 1.104506477713584900e-02, 9.073608089238405228e-04
7.008386892266571522e-04, 1.849133288487792015e-03, 1.103476434946060181e-02, 9.070896776393055916e-04
3.091824613511562347e-02, 7.514121476560831070e-03, 4.429375380277633667e-02, 3.703473368659615517e-03
2.677523717284202576e-02, 6.641069427132606506e-03, 4.089703783392906189e-02, 3.393114078789949417e-03
2.885503694415092468e-02, 7.071858737617731094e-03, 4.283963143825531006e-02, 3.385310992598533630e-03
3.772866912186145782e-03, 9.081046446226537228e-04, 5.806815810501575470e-03, 4.750875232275575399e-04
2.745860628783702850e-02, 6.731365341693162918e-03, 4.107746854424476624e-02, 3.443874185904860497e-03
1.984844356775283813e-02, 5.007117055356502533e-03, 2.973145246505737305e-02, 2.519748173654079437e-03
1.366296689957380295e-02, 3.491772338747978210e-03, 2.080532163381576538e-02, 1.760934013873338699e-03
2.229449339210987091e-02, 5.701449699699878693e-03, 3.317130357027053833e-02, 2.878409111872315407e-03
1.359932590276002884e-02, 3.478683764114975929e-03, 2.076673693954944611e-02, 1.736080041155219078e-03
1.092079840600490570e-02, 2.700997050851583481e-03, 1.644098758697509766e-02, 1.310204854235053062e-03
1.644725725054740906e-02, 4.229950252920389175e-03, 2.496172860264778137e-02, 2.128040418028831482e-03
1.944657228887081146e-02, 4.956656135618686676e-03, 2.932724915444850922e-02, 2.500999951735138893e-03
3.794801654294133186e-03, 9.155750740319490433e-04, 5.815262906253337860e-03, 4.754053661599755287e-04
3.017825074493885040e-02, 7.974338717758655548e-03, 4.480270296335220337e-02, 4.023155663162469864e-03
2.213669940829277039e-02, 5.656967405229806900e-03, 3.297156468033790588e-02, 2.862012712284922600e-03
1.643792539834976196e-02, 4.215042572468519211e-03, 2.494479715824127197e-02, 2.110514091327786446e-03
1.361354440450668335e-02, 3.494006581604480743e-03, 2.076581493020057678e-02, 1.755880657583475113e-03
6.975681753829121590e-04, 1.848651096224784851e-03, 1.105225645005702972e-02, 9.063832694664597511e-04
3.039937838912010193e-02, 7.407366298139095306e-03, 4.399028047919273376e-02, 3.671813989058136940e-03
7.000440964475274086e-04, 1.845014747232198715e-03, 1.101175881922245026e-02, 9.093345724977552891e-04
7.034574518911540508e-04, 1.843173173256218433e-03, 1.100096572190523148e-02, 9.081420139409601688e-04
2.952497452497482300e-02, 7.974649779498577118e-03, 4.478050768375396729e-02, 4.008383955806493759e-03
1.376324612647294998e-02, 3.522285958752036095e-03, 2.092683129012584686e-02, 1.769415335729718208e-03
1.065905671566724777e-02, 2.722886390984058380e-03, 1.631213724613189697e-02, 1.347702811472117901e-03
2.216711081564426422e-02, 5.652543157339096069e-03, 3.304397687315940857e-02, 2.859310945495963097e-03
1.694625988602638245e-02, 4.344975575804710388e-03, 2.565011195838451385e-02, 2.168275881558656693e-03
1.969718746840953827e-02, 4.951552022248506546e-03, 2.942202985286712646e-02, 2.495378954336047173e-03
2.924253791570663452e-02, 7.930094376206398010e-03, 4.474172741174697876e-02, 3.980610985308885574e-03
3.795479889959096909e-03, 9.187174146063625813e-04, 5.817312747240066528e-03, 4.757899732794612646e-04
2.521632798016071320e-02, 6.201388314366340637e-03, 3.860017284750938416e-02, 3.124211914837360382e-03
1.077127084136009216e-02, 2.677157986909151077e-03, 1.615369319915771484e-02, 1.300462870858609676e-03
1.936866715550422668e-02, 4.935878328979015350e-03, 2.922197803854942322e-02, 2.491701161488890648e-03
3.780978498980402946e-03, 9.134076535701751709e-04, 5.806074943393468857e-03, 4.759221919812262058e-04
1.952922157943248749e-02, 5.012819543480873108e-03, 2.951263263821601868e-02, 2.502462128177285194e-03
