# '﻿k', 'ca', 'no3', 'nh4'
3.810470225289463997e-03, 9.564890060573816299e-04, 5.831800866872072220e-03, 4.746802151203155518e-04
2.698558196425437927e-02, 6.863812915980815887e-03, 4.009865596890449524e-02, 3.426984883844852448e-03
1.106302905827760696e-02, 2.704728394746780396e-03, 1.641434058547019958e-02, 1.383014488965272903e-03
3.789040492847561836e-03, 9.532198891974985600e-04, 5.815865006297826767e-03, 4.744638863485306501e-04
1.371136493980884552e-02, 3.488365793600678444e-03, 2.074491977691650391e-02, 1.768952002748847008e-03
7.983433315530419350e-04, 1.838201307691633701e-03, 1.097910571843385696e-02, 9.280160884372889996e-04
2.366757206618785858e-02, 5.908041261136531830e-03, 3.510897979140281677e-02, 2.976237097755074501e-03
3.833303693681955338e-03, 9.530729730613529682e-04, 5.808121990412473679e-03, 4.807925433851778507e-04
7.697114488109946251e-04, 1.838182564824819565e-03, 1.099691726267337799e-02, 9.272521710954606533e-04
7.683092262595891953e-04, 1.838573953136801720e-03, 1.098718587309122086e-02, 9.278370998799800873e-04
3.111267834901809692e-02, 7.258048746734857559e-03, 4.442762210965156555e-02, 3.859427524730563164e-03
2.732835523784160614e-02, 6.822830997407436371e-03, 4.001456871628761292e-02, 3.383979434147477150e-03
2.875332348048686981e-02, 6.770191714167594910e-03, 4.195857048034667969e-02, 3.595760557800531387e-03
3.790711052715778351e-03, 9.538608719594776630e-04, 5.790325812995433807e-03, 4.744532052427530289e-04
2.728815749287605286e-02, 6.931307725608348846e-03, 4.042834416031837463e-02, 3.467086702585220337e-03
2.089281193912029266e-02, 5.062261596322059631e-03, 3.047099895775318146e-02, 2.559922402724623680e-03
1.381463278084993362e-02, 3.514756681397557259e-03, 2.090750448405742645e-02, 1.776864402927458286e-03
2.253524959087371826e-02, 5.514202173799276352e-03, 3.279701992869377136e-02, 2.779503585770726204e-03
1.416842639446258545e-02, 3.518702927976846695e-03, 2.137234620749950409e-02, 1.785928150638937950e-03
1.104865316301584244e-02, 2.705418737605214119e-03, 1.662261039018630981e-02, 1.406204537488520145e-03
1.700998842716217041e-02, 4.196637310087680817e-03, 2.524858899414539337e-02, 2.134105889126658440e-03
2.040862664580345154e-02, 4.951611161231994629e-03, 2.982495725154876709e-02, 2.510313410311937332e-03
3.806042019277811050e-03, 9.563902276568114758e-04, 5.835071206092834473e-03, 4.749272775370627642e-04
3.242085874080657959e-02, 7.691349368542432785e-03, 4.479721188545227051e-02, 3.964485600590705872e-03
2.265871502459049225e-02, 5.545218940824270248e-03, 3.300448879599571228e-02, 2.789830556139349937e-03
1.672081276774406433e-02, 4.082601517438888550e-03, 2.483507804572582245e-02, 2.083528786897659302e-03
1.393820811063051224e-02, 3.505912143737077713e-03, 2.098176069557666779e-02, 1.777642988599836826e-03
7.681355928070843220e-04, 1.839096075855195522e-03, 1.101131830364465714e-02, 9.263080428354442120e-04
2.988907508552074432e-02, 6.949889007955789566e-03, 4.209825769066810608e-02, 3.712829435244202614e-03
7.557774079032242298e-04, 1.843237318098545074e-03, 1.093901786953210831e-02, 9.259701473638415337e-04
